name,address,website,phone_number,reviews_count,reviews_average,latitude,longitude
8 Oz Coffee Studio,"Jl. Citandui No.74, Purwantoro, Kec. Blimbing, Kota Malang, Jawa Timur 65122",business.site,(0341) 4374015,1540,4.5,-7.9570712,112.6407429
DUA RUANG COFFEE,"Jl. Blimbing Indah Megah No.12, Pandanwangi, Blimbing, Malang City, East Java 65126",instagram.com,0813-5821-1144,463,4.6,-7.939988,112.6571842
